survey_protocol,shoreline_site_id,survey_date,survey_id,transect_id,shoreline_site_name,beach_width_at_transect,transect_width,site_length,slope,substrate,back_barrier_type,num_people_searching_for_debris,debris_search_start_time,debris_search_end_time,debris_removal_transect,consistency_check,transect_photos,transect_notes,total_debris_items,total_plastic_items,total_metal_items,total_glass_items,total_rubber_items,total_processed-lumber_items,total_cloth-fabric_items,total_other_items,plastic:fragments-film,plastic:fragments-foamed,plastic:fragments-hard,plastic:bags,plastic:beverage-bottles,plastic:bottle-or-container-caps,plastic:cups,plastic:food-wrappers,plastic:other-jugs-or-containers,plastic:straws,plastic:utensils,plastic:6-pack-rings,plastic:cigar-tips,plastic:cigarettes,plastic:disposable-cigarette-lighters,plastic:buoys-and-floats,plastic:fishing-lures-and-line,plastic:rope-and-nets,plastic:balloons,plastic:personal-care-products,plastic:shotgun-shells-wads,plastic:other,metal:fragments,metal:aerosol-cans,metal:aluminum-tin-cans,metal:other,glass:fragments,glass:beverage-bottles,glass:jars,glass:other,rubber:fragments,rubber:balloons,rubber:flip-flops,rubber:gloves,rubber:tires,rubber:other,processed-lumber:cardboard-cartons,processed-lumber:building-material,processed-lumber:paper-and-cardboard,processed-lumber:bags,processed-lumber:other,cloth-fabric:fragments,cloth-fabric:clothing-and-shoes,cloth-fabric:face-masks,cloth-fabric:gloves,cloth-fabric:rope-and-nets,cloth-fabric:towels-rags,cloth-fabric:other,other:other,plastic:other-jugs-or-containers:bait containers/lids,plastic:rope-and-nets:yellow poly rope snippets,plastic:personal-care-products:combs or brushes,plastic:personal-care-products:syringes,plastic:personal-care-products:toothbrushes,plastic:other:crab buoy tag,plastic:other:fireworks,plastic:other:golf balls and tees,plastic:other:hagfish trap/cones,plastic:other:irrigation parts,plastic:other:light sticks,plastic:other:mesh bait bags,plastic:other:oyster spacers,plastic:other:oyster spacers & oyster bags,plastic:other:packing bands,plastic:other:pens & pen caps,plastic:other:plant pot or trays,plastic:other:ribbon,plastic:other:toys,plastic:other:zipties,metal:other:construction material,metal:other:metal bottle caps,metal:other:propane canisters,glass:other:light bulbs,rubber:other:lobster claw rubber bands,rubber:other:rubber straps,processed-lumber:paper-and-cardboard:fireworks,processed-lumber:other:creosote-treated lumber,cloth-fabric:other:carpet,other:other:asphalt,other:other:brick,other:other:ceramic,other:other:terracota,other:other:wax,drain_input,total_survey_duration,weather,trashcans,debris_removal_site,number_of_recreators,team_count,k12_group,first_timers,survey_photos,survey_notes,group,date_of_site_characterization,country,state_province_territory,city_county,site_back_barrier_left_lat,site_back_barrier_left_lon,site_back_barrier_right_lat,site_back_barrier_right_lon,site_waters_edge_left_lat,site_waters_edge_left_lon,site_waters_edge_right_lat,site_waters_edge_right_lon,direction_when_facing_water,access,nearest_river_stream_inlet,nearest_river_dist_km,reason_site_selection,site_photos,site_notes
MDMAP 2.0 Protocol,1402,2023-07-05,21121,20,Kinney Shores Beach ,107.0,5,252,knees to shoulders,sand,dunes,2,06:30 AM,07:00 AM,all,false,"",One lobster rubber band was found and recorded under other rubber. ,7,2,1,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"","","","","","","","","","","","","","","","","","","","",0,"","","",1,"","","","",2,"","","","",false,7200,Sunny,Present,all,11-50,2,false,0,"Transect D.jpg,Transect C.jpg,Debris Smaller Than 2.5cm.jpg,Debris from outside 4 transects.jpg,Transect A.jpg,Transect B.jpg","A total of 16 marine debris items were collected that were smaller than 2.5cm from the four transects. The tide was low but could see when it is high tide the water goes all the way to the dunes. Outside of the surveyed transects a large unused firework was found, broken part of a metal lobster trap, and larger piece of hard plastic were up near the back barrier. ",Individual,2023-07-05,United States,Maine,Saco,43.494,-70.385,43.4959,-70.3847222222,43.4935,-70.3836111111,43.4956,-70.38278,SE,Vehicular,Goosefare Brook,0,"""convenience/easy access,popular tourist/recreation area,no previous monitoring""","eginning of 100m Survey Site Looking Inward.jpg,Beginning of Survey Site looking up from waters edge.jpg,Piping Plover Chicks Sign.jpg,View of Dunes within Transects.jpg,Protected Portion of 100 m Piping Plovers.jpg,Signs Going Onto Beach.jpg,Piping Plover Signs.jpg,Trashcan.jpg,End of Survey Site looking towards Water.jpg","Kinney Shores is part of Saco and is a popular tourist and resident beach. The closest road to the start of the 100m site is Shore Ave for a landmark. Residents that I spoke with said that they regularly clean the beach themselves. Trashcans were located on every boardwalk but were off of the beach because high tide water marks go right up to the dunes. Signs located on the street at the beginning of the boardwalk state fireworks are prohibited, dogs to be leashed April 1st - September 30th, a marine mammal hotline number for reporting, and no further rules were posted. Part of the 100m site is an endangered Piping Plover nesting area and part of the dunes are roped off for protection. They are monitored by the Maine Department of Inland Fisheries and Wildlife and also by Saco volunteers. Goosefare Brook runs right alongside this site and empties into Saco Bay in the Gulf of Maine. This is an intertidal creek and in this area strong currents are present, changing sandbars, and constant shifting of the sand. 
"
MDMAP 2.0 Protocol,1402,2023-07-05,21121,40,Kinney Shores Beach ,104.0,5,252,knees to shoulders,sand,dunes,2,07:00 AM,07:30 AM,all,false,"","",8,5,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","",0,"","","",0,"","","","",0,"","","","",false,7200,Sunny,Present,all,11-50,2,false,0,"Transect D.jpg,Transect C.jpg,Debris Smaller Than 2.5cm.jpg,Debris from outside 4 transects.jpg,Transect A.jpg,Transect B.jpg","A total of 16 marine debris items were collected that were smaller than 2.5cm from the four transects. The tide was low but could see when it is high tide the water goes all the way to the dunes. Outside of the surveyed transects a large unused firework was found, broken part of a metal lobster trap, and larger piece of hard plastic were up near the back barrier. ",Individual,2023-07-05,United States,Maine,Saco,43.494,-70.385,43.4959,-70.3847222222,43.4935,-70.3836111111,43.4956,-70.38278,SE,Vehicular,Goosefare Brook,0,"""convenience/easy access,popular tourist/recreation area,no previous monitoring""","eginning of 100m Survey Site Looking Inward.jpg,Beginning of Survey Site looking up from waters edge.jpg,Piping Plover Chicks Sign.jpg,View of Dunes within Transects.jpg,Protected Portion of 100 m Piping Plovers.jpg,Signs Going Onto Beach.jpg,Piping Plover Signs.jpg,Trashcan.jpg,End of Survey Site looking towards Water.jpg","Kinney Shores is part of Saco and is a popular tourist and resident beach. The closest road to the start of the 100m site is Shore Ave for a landmark. Residents that I spoke with said that they regularly clean the beach themselves. Trashcans were located on every boardwalk but were off of the beach because high tide water marks go right up to the dunes. Signs located on the street at the beginning of the boardwalk state fireworks are prohibited, dogs to be leashed April 1st - September 30th, a marine mammal hotline number for reporting, and no further rules were posted. Part of the 100m site is an endangered Piping Plover nesting area and part of the dunes are roped off for protection. They are monitored by the Maine Department of Inland Fisheries and Wildlife and also by Saco volunteers. Goosefare Brook runs right alongside this site and empties into Saco Bay in the Gulf of Maine. This is an intertidal creek and in this area strong currents are present, changing sandbars, and constant shifting of the sand. 
"
MDMAP 2.0 Protocol,1402,2023-07-05,21121,65,Kinney Shores Beach ,127.0,5,252,shoulders and above,sand,dunes,2,07:30 AM,08:00 AM,all,false,"","",24,18,0,0,5,1,0,0,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","",0,"","","",0,"","","","",0,"","","","",false,7200,Sunny,Present,all,11-50,2,false,0,"Transect D.jpg,Transect C.jpg,Debris Smaller Than 2.5cm.jpg,Debris from outside 4 transects.jpg,Transect A.jpg,Transect B.jpg","A total of 16 marine debris items were collected that were smaller than 2.5cm from the four transects. The tide was low but could see when it is high tide the water goes all the way to the dunes. Outside of the surveyed transects a large unused firework was found, broken part of a metal lobster trap, and larger piece of hard plastic were up near the back barrier. ",Individual,2023-07-05,United States,Maine,Saco,43.494,-70.385,43.4959,-70.3847222222,43.4935,-70.3836111111,43.4956,-70.38278,SE,Vehicular,Goosefare Brook,0,"""convenience/easy access,popular tourist/recreation area,no previous monitoring""","eginning of 100m Survey Site Looking Inward.jpg,Beginning of Survey Site looking up from waters edge.jpg,Piping Plover Chicks Sign.jpg,View of Dunes within Transects.jpg,Protected Portion of 100 m Piping Plovers.jpg,Signs Going Onto Beach.jpg,Piping Plover Signs.jpg,Trashcan.jpg,End of Survey Site looking towards Water.jpg","Kinney Shores is part of Saco and is a popular tourist and resident beach. The closest road to the start of the 100m site is Shore Ave for a landmark. Residents that I spoke with said that they regularly clean the beach themselves. Trashcans were located on every boardwalk but were off of the beach because high tide water marks go right up to the dunes. Signs located on the street at the beginning of the boardwalk state fireworks are prohibited, dogs to be leashed April 1st - September 30th, a marine mammal hotline number for reporting, and no further rules were posted. Part of the 100m site is an endangered Piping Plover nesting area and part of the dunes are roped off for protection. They are monitored by the Maine Department of Inland Fisheries and Wildlife and also by Saco volunteers. Goosefare Brook runs right alongside this site and empties into Saco Bay in the Gulf of Maine. This is an intertidal creek and in this area strong currents are present, changing sandbars, and constant shifting of the sand. 
"
MDMAP 2.0 Protocol,1402,2023-07-05,21121,75,Kinney Shores Beach ,132.0,5,252,shoulders and above,sand,dunes,2,08:00 AM,08:30 AM,all,false,"",One lobster rubber band was found and recorded under other rubber. ,17,10,1,0,3,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,"","","","","","","","","","","","","","","","","","","","",1,"","","",1,"","","","",1,"","","","",false,7200,Sunny,Present,all,11-50,2,false,0,"Transect D.jpg,Transect C.jpg,Debris Smaller Than 2.5cm.jpg,Debris from outside 4 transects.jpg,Transect A.jpg,Transect B.jpg","A total of 16 marine debris items were collected that were smaller than 2.5cm from the four transects. The tide was low but could see when it is high tide the water goes all the way to the dunes. Outside of the surveyed transects a large unused firework was found, broken part of a metal lobster trap, and larger piece of hard plastic were up near the back barrier. ",Individual,2023-07-05,United States,Maine,Saco,43.494,-70.385,43.4959,-70.3847222222,43.4935,-70.3836111111,43.4956,-70.38278,SE,Vehicular,Goosefare Brook,0,"""convenience/easy access,popular tourist/recreation area,no previous monitoring""","eginning of 100m Survey Site Looking Inward.jpg,Beginning of Survey Site looking up from waters edge.jpg,Piping Plover Chicks Sign.jpg,View of Dunes within Transects.jpg,Protected Portion of 100 m Piping Plovers.jpg,Signs Going Onto Beach.jpg,Piping Plover Signs.jpg,Trashcan.jpg,End of Survey Site looking towards Water.jpg","Kinney Shores is part of Saco and is a popular tourist and resident beach. The closest road to the start of the 100m site is Shore Ave for a landmark. Residents that I spoke with said that they regularly clean the beach themselves. Trashcans were located on every boardwalk but were off of the beach because high tide water marks go right up to the dunes. Signs located on the street at the beginning of the boardwalk state fireworks are prohibited, dogs to be leashed April 1st - September 30th, a marine mammal hotline number for reporting, and no further rules were posted. Part of the 100m site is an endangered Piping Plover nesting area and part of the dunes are roped off for protection. They are monitored by the Maine Department of Inland Fisheries and Wildlife and also by Saco volunteers. Goosefare Brook runs right alongside this site and empties into Saco Bay in the Gulf of Maine. This is an intertidal creek and in this area strong currents are present, changing sandbars, and constant shifting of the sand. 
"
MDMAP 2.0 Protocol,1396,2023-06-06,21070,15,Ocean Park ,70.0,5,114,knees to shoulders,sand,dunes,2,09:00 AM,09:27 AM,all,false,"","Zero marine debris found in this transect. We did happen to look at near by trashcan that had fishing ropes in it; other people had also been cleaning the beach. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,false,5700,Mostly Cloudy,Present,all,11-50,2,false,0,"Debris from Transect 40 .jpg,Trash Can with Other Ppl Picking up Rope and Debris .jpg,Debris From Rest of 100m.jpg,Debris from Transect 85 .jpg,Debris from Transect 65.jpg,Begining of 100m Looking Down to Ocean.jpg,Looking Toward Dunes at End of 100m.jpg,Looking Inward at Begining of 100m .jpg,Looking Inward at End of 100m .jpg","There were 13 debris items smaller than 2.5 cm collected. Municipal beach cleaning with vehicle rakers had been done in the morning. Low tide was at 7:16am and conducted survey at 9:00am. The high water mark from previous high tide was close to the dunes. Looking into trash cans on the beach we could see that other people had been cleaning and throwing away debris like pieces of rope. Which could help explain why we didn't find any marine debris in transect 15. ",Individual,2023-05-23,United States,Maine,Old Orchard Beach,43.498611,-70.383611,43.499722,-70.383333,43.498333,-70.383055,43.499444,-70.382777,SE,Vehicular,Goosefare Brook,0,"""I like this beach,popular tourist/recreation area,it is relatively clean""","Temple Ave.jpg,More Plovers.jpg,Plovers.jpg,Trash B.jpg,Trash D.jpg,Trash C.jpg,Weymouth Beach.jpg,Weymouth Beach Full View .jpg,Temple Beach View .jpg,Beach Signs .jpg,Full Beach View To Ocean.jpg,Trash A.jpg","Ocean Park is part of Old Orchard Beach and is a popular tourist beach. A beach cleaning vehicle is used for raking the sand, started on 05/19/2023, ends after Labor Day, and is cleaned in the mornings. Part of the 100 meter area is an endangered piping plover nesting area and the dunes are roped off and monitored by Maine Department of Inland Fisheries and Wildlife. Trashcans are located on the beach at every boardwalk with signs stating carry out all trash, no smoking on beach, no public drinking, fireworks are prohibited, and hours when dogs are allowed. This beach is located within Saco Bay, which is a part of the Gulf of Maine. Goosefare Brook is 0.24 km from the survey site and this tidal creek empties into Saco Bay.  "
MDMAP 2.0 Protocol,1396,2023-06-06,21070,40,Ocean Park ,70.0,5,114,knees to shoulders,sand,dunes,2,09:30 AM,09:45 AM,all,false,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,false,5700,Mostly Cloudy,Present,all,11-50,2,false,0,"Debris from Transect 40 .jpg,Trash Can with Other Ppl Picking up Rope and Debris .jpg,Debris From Rest of 100m.jpg,Debris from Transect 85 .jpg,Debris from Transect 65.jpg,Begining of 100m Looking Down to Ocean.jpg,Looking Toward Dunes at End of 100m.jpg,Looking Inward at Begining of 100m .jpg,Looking Inward at End of 100m .jpg","There were 13 debris items smaller than 2.5 cm collected. Municipal beach cleaning with vehicle rakers had been done in the morning. Low tide was at 7:16am and conducted survey at 9:00am. The high water mark from previous high tide was close to the dunes. Looking into trash cans on the beach we could see that other people had been cleaning and throwing away debris like pieces of rope. Which could help explain why we didn't find any marine debris in transect 15. ",Individual,2023-05-23,United States,Maine,Old Orchard Beach,43.498611,-70.383611,43.499722,-70.383333,43.498333,-70.383055,43.499444,-70.382777,SE,Vehicular,Goosefare Brook,0,"""I like this beach,popular tourist/recreation area,it is relatively clean""","Temple Ave.jpg,More Plovers.jpg,Plovers.jpg,Trash B.jpg,Trash D.jpg,Trash C.jpg,Weymouth Beach.jpg,Weymouth Beach Full View .jpg,Temple Beach View .jpg,Beach Signs .jpg,Full Beach View To Ocean.jpg,Trash A.jpg","Ocean Park is part of Old Orchard Beach and is a popular tourist beach. A beach cleaning vehicle is used for raking the sand, started on 05/19/2023, ends after Labor Day, and is cleaned in the mornings. Part of the 100 meter area is an endangered piping plover nesting area and the dunes are roped off and monitored by Maine Department of Inland Fisheries and Wildlife. Trashcans are located on the beach at every boardwalk with signs stating carry out all trash, no smoking on beach, no public drinking, fireworks are prohibited, and hours when dogs are allowed. This beach is located within Saco Bay, which is a part of the Gulf of Maine. Goosefare Brook is 0.24 km from the survey site and this tidal creek empties into Saco Bay.  "
MDMAP 2.0 Protocol,1396,2023-06-06,21070,65,Ocean Park ,64.0,5,114,knees to shoulders,sand,dunes,2,09:50 AM,10:15 AM,all,false,"",One debris item looked like wax that is used on surf boards. ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,false,5700,Mostly Cloudy,Present,all,11-50,2,false,0,"Debris from Transect 40 .jpg,Trash Can with Other Ppl Picking up Rope and Debris .jpg,Debris From Rest of 100m.jpg,Debris from Transect 85 .jpg,Debris from Transect 65.jpg,Begining of 100m Looking Down to Ocean.jpg,Looking Toward Dunes at End of 100m.jpg,Looking Inward at Begining of 100m .jpg,Looking Inward at End of 100m .jpg","There were 13 debris items smaller than 2.5 cm collected. Municipal beach cleaning with vehicle rakers had been done in the morning. Low tide was at 7:16am and conducted survey at 9:00am. The high water mark from previous high tide was close to the dunes. Looking into trash cans on the beach we could see that other people had been cleaning and throwing away debris like pieces of rope. Which could help explain why we didn't find any marine debris in transect 15. ",Individual,2023-05-23,United States,Maine,Old Orchard Beach,43.498611,-70.383611,43.499722,-70.383333,43.498333,-70.383055,43.499444,-70.382777,SE,Vehicular,Goosefare Brook,0,"""I like this beach,popular tourist/recreation area,it is relatively clean""","Temple Ave.jpg,More Plovers.jpg,Plovers.jpg,Trash B.jpg,Trash D.jpg,Trash C.jpg,Weymouth Beach.jpg,Weymouth Beach Full View .jpg,Temple Beach View .jpg,Beach Signs .jpg,Full Beach View To Ocean.jpg,Trash A.jpg","Ocean Park is part of Old Orchard Beach and is a popular tourist beach. A beach cleaning vehicle is used for raking the sand, started on 05/19/2023, ends after Labor Day, and is cleaned in the mornings. Part of the 100 meter area is an endangered piping plover nesting area and the dunes are roped off and monitored by Maine Department of Inland Fisheries and Wildlife. Trashcans are located on the beach at every boardwalk with signs stating carry out all trash, no smoking on beach, no public drinking, fireworks are prohibited, and hours when dogs are allowed. This beach is located within Saco Bay, which is a part of the Gulf of Maine. Goosefare Brook is 0.24 km from the survey site and this tidal creek empties into Saco Bay.  "
MDMAP 2.0 Protocol,1396,2023-06-06,21070,85,Ocean Park ,56.0,5,114,shoulders and above,sand,dunes,2,10:17 AM,10:35 AM,all,false,"",The rubber fragment recorded appears to be a lobster rubber band. ,6,4,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,false,5700,Mostly Cloudy,Present,all,11-50,2,false,0,"Debris from Transect 40 .jpg,Trash Can with Other Ppl Picking up Rope and Debris .jpg,Debris From Rest of 100m.jpg,Debris from Transect 85 .jpg,Debris from Transect 65.jpg,Begining of 100m Looking Down to Ocean.jpg,Looking Toward Dunes at End of 100m.jpg,Looking Inward at Begining of 100m .jpg,Looking Inward at End of 100m .jpg","There were 13 debris items smaller than 2.5 cm collected. Municipal beach cleaning with vehicle rakers had been done in the morning. Low tide was at 7:16am and conducted survey at 9:00am. The high water mark from previous high tide was close to the dunes. Looking into trash cans on the beach we could see that other people had been cleaning and throwing away debris like pieces of rope. Which could help explain why we didn't find any marine debris in transect 15. ",Individual,2023-05-23,United States,Maine,Old Orchard Beach,43.498611,-70.383611,43.499722,-70.383333,43.498333,-70.383055,43.499444,-70.382777,SE,Vehicular,Goosefare Brook,0,"""I like this beach,popular tourist/recreation area,it is relatively clean""","Temple Ave.jpg,More Plovers.jpg,Plovers.jpg,Trash B.jpg,Trash D.jpg,Trash C.jpg,Weymouth Beach.jpg,Weymouth Beach Full View .jpg,Temple Beach View .jpg,Beach Signs .jpg,Full Beach View To Ocean.jpg,Trash A.jpg","Ocean Park is part of Old Orchard Beach and is a popular tourist beach. A beach cleaning vehicle is used for raking the sand, started on 05/19/2023, ends after Labor Day, and is cleaned in the mornings. Part of the 100 meter area is an endangered piping plover nesting area and the dunes are roped off and monitored by Maine Department of Inland Fisheries and Wildlife. Trashcans are located on the beach at every boardwalk with signs stating carry out all trash, no smoking on beach, no public drinking, fireworks are prohibited, and hours when dogs are allowed. This beach is located within Saco Bay, which is a part of the Gulf of Maine. Goosefare Brook is 0.24 km from the survey site and this tidal creek empties into Saco Bay.  "
MDMAP 2.0 Protocol,1396,2023-05-30,21056,5,Ocean Park ,21.0,5,114,knees to shoulders,sand,dunes,2,07:45 AM,08:10 AM,all,false,"","",8,7,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,6300,Sunny,Present,all,11-50,2,false,0,"Debris A.jpg,100m Transect End Temple St.jpg,Debris Found Outside of 4 Transects in 100m.jpg,End of 100m Looking up to the dunes .jpg,Start of 100m Transect Weymouth St .jpg,Debris B.jpg,Debris C.jpg,Debris D.jpg",There were 11 debris smaller than 2.5 cm collected in the four transects. This survey was done after a busy Memorial weekend on a popular tourist beach. Municipal beach cleaning with rakes attached to a tractor was completed in the morning. Trashcans located on the beach at every boardwalk within in the 100m were recently emptied. ,Individual,2023-05-23,United States,Maine,Old Orchard Beach,43.498611,-70.383611,43.499722,-70.383333,43.498333,-70.383055,43.499444,-70.382777,SE,Vehicular,Goosefare Brook,0,"""I like this beach,popular tourist/recreation area,it is relatively clean""","Temple Ave.jpg,More Plovers.jpg,Plovers.jpg,Trash B.jpg,Trash D.jpg,Trash C.jpg,Weymouth Beach.jpg,Weymouth Beach Full View .jpg,Temple Beach View .jpg,Beach Signs .jpg,Full Beach View To Ocean.jpg,Trash A.jpg","Ocean Park is part of Old Orchard Beach and is a popular tourist beach. A beach cleaning vehicle is used for raking the sand, started on 05/19/2023, ends after Labor Day, and is cleaned in the mornings. Part of the 100 meter area is an endangered piping plover nesting area and the dunes are roped off and monitored by Maine Department of Inland Fisheries and Wildlife. Trashcans are located on the beach at every boardwalk with signs stating carry out all trash, no smoking on beach, no public drinking, fireworks are prohibited, and hours when dogs are allowed. This beach is located within Saco Bay, which is a part of the Gulf of Maine. Goosefare Brook is 0.24 km from the survey site and this tidal creek empties into Saco Bay.  "
MDMAP 2.0 Protocol,1396,2023-05-30,21056,20,Ocean Park ,18.0,5,114,knees to shoulders,sand,dunes,2,08:15 AM,08:25 AM,all,false,"","",3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,6300,Sunny,Present,all,11-50,2,false,0,"Debris A.jpg,100m Transect End Temple St.jpg,Debris Found Outside of 4 Transects in 100m.jpg,End of 100m Looking up to the dunes .jpg,Start of 100m Transect Weymouth St .jpg,Debris B.jpg,Debris C.jpg,Debris D.jpg",There were 11 debris smaller than 2.5 cm collected in the four transects. This survey was done after a busy Memorial weekend on a popular tourist beach. Municipal beach cleaning with rakes attached to a tractor was completed in the morning. Trashcans located on the beach at every boardwalk within in the 100m were recently emptied. ,Individual,2023-05-23,United States,Maine,Old Orchard Beach,43.498611,-70.383611,43.499722,-70.383333,43.498333,-70.383055,43.499444,-70.382777,SE,Vehicular,Goosefare Brook,0,"""I like this beach,popular tourist/recreation area,it is relatively clean""","Temple Ave.jpg,More Plovers.jpg,Plovers.jpg,Trash B.jpg,Trash D.jpg,Trash C.jpg,Weymouth Beach.jpg,Weymouth Beach Full View .jpg,Temple Beach View .jpg,Beach Signs .jpg,Full Beach View To Ocean.jpg,Trash A.jpg","Ocean Park is part of Old Orchard Beach and is a popular tourist beach. A beach cleaning vehicle is used for raking the sand, started on 05/19/2023, ends after Labor Day, and is cleaned in the mornings. Part of the 100 meter area is an endangered piping plover nesting area and the dunes are roped off and monitored by Maine Department of Inland Fisheries and Wildlife. Trashcans are located on the beach at every boardwalk with signs stating carry out all trash, no smoking on beach, no public drinking, fireworks are prohibited, and hours when dogs are allowed. This beach is located within Saco Bay, which is a part of the Gulf of Maine. Goosefare Brook is 0.24 km from the survey site and this tidal creek empties into Saco Bay.  "
MDMAP 2.0 Protocol,1396,2023-05-30,21056,65,Ocean Park ,24.0,5,114,shoulders and above,sand,dunes,2,08:30 AM,08:50 AM,all,false,"","",7,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,6300,Sunny,Present,all,11-50,2,false,0,"Debris A.jpg,100m Transect End Temple St.jpg,Debris Found Outside of 4 Transects in 100m.jpg,End of 100m Looking up to the dunes .jpg,Start of 100m Transect Weymouth St .jpg,Debris B.jpg,Debris C.jpg,Debris D.jpg",There were 11 debris smaller than 2.5 cm collected in the four transects. This survey was done after a busy Memorial weekend on a popular tourist beach. Municipal beach cleaning with rakes attached to a tractor was completed in the morning. Trashcans located on the beach at every boardwalk within in the 100m were recently emptied. ,Individual,2023-05-23,United States,Maine,Old Orchard Beach,43.498611,-70.383611,43.499722,-70.383333,43.498333,-70.383055,43.499444,-70.382777,SE,Vehicular,Goosefare Brook,0,"""I like this beach,popular tourist/recreation area,it is relatively clean""","Temple Ave.jpg,More Plovers.jpg,Plovers.jpg,Trash B.jpg,Trash D.jpg,Trash C.jpg,Weymouth Beach.jpg,Weymouth Beach Full View .jpg,Temple Beach View .jpg,Beach Signs .jpg,Full Beach View To Ocean.jpg,Trash A.jpg","Ocean Park is part of Old Orchard Beach and is a popular tourist beach. A beach cleaning vehicle is used for raking the sand, started on 05/19/2023, ends after Labor Day, and is cleaned in the mornings. Part of the 100 meter area is an endangered piping plover nesting area and the dunes are roped off and monitored by Maine Department of Inland Fisheries and Wildlife. Trashcans are located on the beach at every boardwalk with signs stating carry out all trash, no smoking on beach, no public drinking, fireworks are prohibited, and hours when dogs are allowed. This beach is located within Saco Bay, which is a part of the Gulf of Maine. Goosefare Brook is 0.24 km from the survey site and this tidal creek empties into Saco Bay.  "
